,Sentence,Label
323,Sabaha babama sürpriz hazırladım maaş kartını blokladım Allah affetsin istemeden oldu,surpriz
324,Ben birini kaybetmekten korkuyorum siz nasıl korkmuyorsunuz,korku
325,Risk almaktan hiç korkmadım ama sevdiklerimi üzerim diye ödüm koptu hep... ,korku
326,Germeyin oğlum beni sinirliyim agresifim bak,kızgın
327,Böyle bir kabus olamaz highlighter im düşüp kırılıyordu paramparçaydı ne korktum ya,korku
328,Ralli şampiyonasında facia! FIA helikopteri düştü: Ölü ve yaralılar var... ,korku
329,Sayenizde öğrendik; zehirli olmasa da görüntüsü ürkütücü... ,korku
330,"Eğer yanıtlarım seni korkutuyorsa, korkutucu sorular sormaktan vazgeçmelisin.",korku
331,Yalnız ben bu tatil çok eğlendim tuhaf bir şekilde baya keyif falan alıyorum ,mutlu
332,Nasıl anlamazsınız hayret ettim!,surpriz
333,hamsi yedim güzel yapılmıştı beğendim keyifli hissediyorum,mutlu
334,Final'i okuyunca bi irkildim 2 hafta kaldı,korku
335,Ya artık birisi beni anlasın ya birisi ya yeter artık çıldıracağım,kızgın
336,ben artık iyi şeyler olsun diye çaba sarf etmekten sıkıldım,üzgün
337,Konserden sonra hepinize küfür edeceğim nefret yorumları yapanlar. Ama şuan Jong dinlemem lazım.,kızgın
338,gerçekten ürkütücü bir aile ama onlardan da olsam fena olmazdı diye düşünmüyor değilim,korku
339,Arkadaşlar moralim bozuk ben sigara kullanmıyorum biri benim yerime yakabilir mi?,üzgün
340,Yanımda oturan kadın kendi kendine konuşuyor yemin ederim kafayı yiyeceğim,kızgın
341,"Kendime onlara adayacağım içinde kaybolacağım kitaplar aldım, çok mutluyum",mutlu
342,Çamura saplanan mandanın korkunç ölümü,korku
343,Spagetti hariç diğer makarna şekillerine karşı fobim var.,korku
344,Sen git o kadar hayalet avla sonra bir palyaçodan kork oluyor mu lan,korku
345,Otobüs tekerleği fobim var bugün fark ettim çok ilginç değil mi,korku
346,Sinirliyken çok yaratıcı küfürler edebiliyorum müthiş bir olay.,kızgın
347,Yürek yorgun düştüğünde ter gözden akar ,üzgün
348,Kötü giden herşeyden yoruldum artık ,üzgün
349,Yüzüme karşı söyleyemeyip buradan laf gönderenlere sinir oluyorum kolaysa yüzüme söyle ,kızgın
350,İstediğim ekleri bulamıyorum ya delireceğim,kızgın
351,"Şaşırdım kaldım işte, bilmem ki ne'msin...",surpriz
352,Bu hafta harika hissediyorum.. Muhteşem bir futbol şöleni vardı dün.,mutlu
353,Hayatımdan çıkardıklarıma değil tercih yapmadığım için pişmanım,üzgün
354,Oğuzhan ağır küfür edeceğim çok az kaldı,kızgın
355,Annem ilk defa benim gösterdiğim bir çocuğu beğendi hala inanamıyorum tarihe not düşücem ,surpriz
356,o kadar rahatladım ki anlatamam vizeler bitti tatil moduna aldım kendimi harika hissediyorum kimse moralimi bozamaz,mutlu
357,Allah'ım öyle korktum ki.. kalbim sıkışıyor.. Kendine çok dikkat et ,korku
358,"sen o dönemi nasıl atlattın diyor, vallahi bana da sürpriz oldu kendimden beklemiyordum hiç",surpriz
359,Saçma sapan ağa dizileri mafya dizileri uyduruk polisiyeleri alın da turşusunu kurun Dizimizi harcadınız,kızgın
360,Hayal kurmazsan hayal kırıklığı da olmaz. Üzülmezsin işte. ,üzgün
361,ben mutsuz olmak için mi doğdum acaba ,üzgün
362,Çok enteresan bir şey oldu. Kıvanç Tatlıtuğ'u özledim.,üzgün
363,Kedi yavrulamış ödüm koptu amk ama çok tatlılar,korku
364,Tükenmişlik sendromu yaşıyorum gerçekten tükendim,üzgün
365,Gözlerime inanamadım yanlış mı gördüm diye açıp açıp iyice baktım yok böyle birşey ???? ,surpriz
366,Mal mısın diye bağırasım var,kızgın
367,İki gündür ilaçları almıyorum harika hissediyorum,mutlu
368,Bütün evlatlarım güncelleme yapıyor bugün nasıl bir kral şaştım kaldım vallahi ,surpriz
369,Biraz oradan biraz buradan işte ama eğlenceli :) Ayrıca allah aşkına bu memlekette ne eğlenceli var da göstersinler ,mutlu
370,herkes ilk notlarını gruba 10-20 diye yazmış bakmaya korkuyorum,korku
371,Seni seviyorum ama bunu asla yüz yüze konuşamayacağız,mutlu
372,Sinirlenince gözlerimin dolmasından nefret ediyorum,kızgın
373,O kadar mutsuzum ki yatağıma yatıp şarkı dinleyerek uykuya dalmak istiyorum ve sonsuza kadar o yataktan çıkmamakta tek hayalim,üzgün
374,Hayatımın en güzel yıllarının bu yıllar olmasından korkuyorum ,korku
375,Polonya'da doğalgaz boru hattında patlama,korku
376,Benim bile ödüm koptu o nasıl bir çığlık manyak kadın,korku
377,Hayret ettim kalbime bu kadar şeyi nasıl sineye çekti acaba,surpriz
378,O kadar moralim bozuk ki zorla bile gülemiyorum,üzgün
379,Kendi evimden başka yere sıçamıyorum fobim var,korku
380,Ümitsizlik zor be hafız çok mutsuzum ,üzgün
381,Çıkıp bağıra bağıra küfür edeceğim şimdi tutamıyorum artık kendimi,kızgın
382,Karabasan kabusu bunlar ,korku
383,Benim düşme fobim var düşemiyorum sorun sizde degil bende ... ,korku
384,Küçükken geceleri tüm mahalle toplanıp saklambaç oynamayı özledim ben,üzgün
385,Feghouli konusunda endişeliyim,korku
386,iki kez sorlan sorulardan ve karşıma ikinci kez çıkan insanlardan nefret ediyorum,kızgın
387,"Her yaptığım, her söylediğim, her bi'şeyim olay oluyor; bıktım, bezdim, tükendim artık ya.",üzgün
388,bir yandan uzunu izlediğim için agresif hissediyorum kendimi. birazdan umarsızca koşmaya çıkacağım sinirimi atmak için.,kızgın
389,"geçmişe dönüp bakmak dahi istemiyorum çünkü sen varsın, gülüyorsun ve yine yeni yeniden severim diye korkuyorum",korku
390,düşünüp irkildim çok kötü olacaz çok. büyük kepaze edecez kendimizi :(,korku
391,Yok ya ben salak değilim bunlar düpedüz gerizekalı neyse bir şey demiyorum,kızgın
392,"Çok yoruldum artık, Her şeyden uzaklaşmak istiyorum.",üzgün
393,Durup dururken moralim bozuk arkadaş çok üzgünüm şu an ya sebebi neydi ki,üzgün
394,Beni ilgilendirmiyor ama eğlendim :D başlamadan bitti karşılama haha,mutlu
395,Bizim türkler televizyon da söylenen her şeyi gerçek sanıyo 'dün televizyonda söyledi ' diyor şaşkınlık verici bir halk..,surpriz
396,Toplumun her kesiminden insana öfkeliyim,kızgın
397,Yanlışlıkla son ses video açtım ödüm koptu ya,korku
398,Kandırılan biri bunca cahili nasıl peşinden getiriyor şaşkınlık verici yetenekli kabul,surpriz
399,Bu gece de bitti bir miktar ağlama hisli şarkı dinleyip gözyaşlarımla uykuya dalacağım... ..,üzgün
400,Rüya gördüm rüyada denmez kabus gibi birşeydi,korku
401,Kabus değil korku filmi gördüm resmen,korku
402,Yukarı kattakiler ne bok yiyor acaba ödüm koptu ya sesten ,korku
403,Agresif oldum. Olur olmadık herşeye sinirlenir oldum,kızgın
404,Sizce de küçük köpekler çok korkunç değil mi ya,korku
405,Annem bana çay getirdi şu an şoktayım içsem mi içmesem mi bilemedim,surpriz
406,Küçükken yaptığımız yerli malı haftasını özledim,üzgün
407,Sabah masamdaki sürprizin tatlılığı ??,surpriz
408,batuhanla spor yapıcaz korkuyorum tayt giydi,korku
409,"Yara bandı gibiyim. Başlarda sapasağlamken zamanla aşınıp, yıprandım.",üzgün
410,Şaşırdım bu nasıl oluyor 312kisi profile mi bakmış şimdi,surpriz
411,Sıradan çinko karbon piller gibi tükendim resmen.,üzgün
412,Ben sana değil rakipleri yenemediği için sinirlendim nolur yanlış anlama,kızgın
413,Çocuk iki saattir hayvan gibi bakıyor sonra sevgilisi geldi sarıldı ben şok,surpriz
414,Instagram hesabı olup hiç fotosu olmayan hesaplar çok korkutucu değil mi yav.Takip isteği atıyorlar kabul etmiyorum,korku
415,Zafer bayramımız kutlu olsun ,mutlu
416,neyse bu akşam ankaraya gidiyorum fazlasıyla mutluyum,mutlu
417,Sen gerizekalının tekisin anlatsam da anlayamazsın ,kızgın
418,Bak küfür edeceğim az kaldı mal beyinliler,kızgın
419,Kafam karışık uykusuz aç ve agresifim bu anlamsız karmaşa içinde bir hiçim .,kızgın
420,Gözlerime inanamadım. Hasan Ali ön libero,surpriz
421,Kankam nöbete gitti bir miktar hüzünlüyüm ama yarın görürüm,üzgün
422,Acıkınca sinirleniyorum bana hemen yemek getirin.,kızgın
423,Keşke tez yazmak da çiçek yetiştirmek gibi olsaydı. Ay yine dertlendim,üzgün
424,Şu an o kadar mutluyum ki tarif edemem iyi ki Trabzonsporluyum,mutlu
425,Az önce kendi kendime spoiler verdim ama mutluyum ,mutlu
426,Bu kadar insanın takibi sonucu twettlerin beğenilmemesi şaşkınlık verici... hepinizi takip etmeyi bırakıyorum Egomanya manyakları,surpriz
427,Herkese iyi geceler tatlı rüyalar fazla uyanık kalmayın sabaha uyanamazsınız,mutlu
428,2 ay sonra yeniden evimdeyim. Sürpriz geldim bizimkiler nasıl şok oldu.,surpriz
429,Ödemesini yapmayan müşterileri arayıp WHERE IS MY MONEY diye bağırmak istiyorum ,kızgın
430,Hava soğuk ve senin yüzünden sarılamıyoruz sana bu yüzden biraz kırgınım,üzgün
431,Her şeyden bıktım ve her şeyin her şeyliğinden de bıktım.,üzgün
432,Leyla ile mecnun klişeler. Çok eğlendim,mutlu
433,Morfin etkisi yaratan gülüşünden öpüyorum sevdiğim,mutlu
434,Varlığına çok alıştığım bir yaranın iyileşmesine kızgınım,kızgın
435,"Yazarımız çok komik, çok seviyoruz onu.:) Çiçek versek?",mutlu
436,Yarın eski okuluma gideceğim için baya hüzünlüyüm,üzgün
437,Belge unutulsun diye patlama olabilir / Afrin'e girilebilir.,korku
438,Oha evde pijamalarla çalışıyodum misafirler geldi pastayla doğum günü sürprizi yapmışlar şoka uğradım gidiyorum 12de iki tane pasta kescem,surpriz
439,Senden bu kadar çabuk vazgeçmek inan bana da sürpriz oldu,surpriz
440,Erdeğin insanları yine çok komik,mutlu
441,Haluk Levent’in yaptıklarını görünce asıl yapması gereken ama yapmayan kurumlara daha bir sövüyorum,kızgın
442,Şimdi size soruyorum mal mısınız amk,kızgın
443,"Dudağımın iki farklı kısmında uçuk çıkmaya başlıyor, gördüğüm rüyalar o derece korkunçtu",korku
444,Sistemli bir şekilde attığımız goller ofsayt diye verilmiyor Her hafta %100 penaltımız verilmiyor Yeter artık defol git ,kızgın
445,Yalnızlık bazen çok huzurlu bazen de çok ürkütücü..,korku
446,20'lik dişim çıkıyor ağlamak üzereyim sürünüyorum,üzgün
447,Derdimi kendime anlatmakdan sıkıldım artık.,üzgün
448,Bir aslan edasıyla kükrüyordu 29 numaralı koltukta uyuyan vatandaş hepimizi korku aldı ,korku
449,Fark ettim de yabancılarla bir şekilde konuşabiliyorum ama adamlar mükemmel konuşuyor ya hayret bir şey,surpriz
450,Ciddi olamazsın benim çevremdeki herkes bu dizinin manyağı şaşırdım doğrusu çok kaliteli bir dizi oysaki ,surpriz
451,Ya kızım mal mısın dışarı çıkıp geziyorsun işte ne var bunda,kızgın
452,Annemden gelen kargonun mükemmelliği ,mutlu
453,Bacım senin götün yere yakın ben senden korkuyorum,korku
454,"Bugün de üzerimde Avrupa yakası huysuzluğu var, karşı yakada daha da agresifim haliyle",kızgın
455,Escobarı süpermen gibi övüyorsunuz ben şok,surpriz
456,Samuru ödüm koptu böbreklerimi bıraktım resmen,korku
457,Herkes birbirlerinden nefret ediyor ama herkes birbirleriyle samimi.,kızgın
458,Vay bitcoin %10 yükseldi yine,surpriz
459,Sanki korku filmi izliyoruz ürktüm ya ,korku
460,Allah'ım etraf beyinsiz kaynıyor çıldıracağım ya,kızgın
461,yapma işte şunu yapma mal mısın hangi köyün soğanısın davar,kızgın
462,"Şu an çok sinirleniyorum her gebze haremi gördükçe, daha ne kadar akraba olma arabası geçecek?",kızgın
463,İnsanın aciz olduğunu ara ara Rabbimin hatırlatması... ürkütücü bir manzara. ,korku
464,bu gece tüm kankalarımı kaybettim hüzünlüyüm elleşmeyin ,üzgün
465,"Bilinmedik bir hüzün var içimde, bir gariplik. Anladım ki, ya ben fazlayım bu şehirde yada biri eksik.",üzgün
466,Limonlu diye aldım mentollü çıktı hüzünlüyüm,üzgün
467,Sabah sabah yoga ve spor yaptım harika hissediyorum,mutlu
468,Sana da nasıl tepki vereceğimi şaşırdım amk,surpriz
469,10 dakika önce uyandım böyle geç kalktığım zaman harika hissediyorum ,mutlu
470,Beni destekleyen herkese teşekkür ederim. Sıcaklıklarını hissediyorum. Bu kadar güzel yüreğe girmiş isem kaybetmiş sayılmam.,mutlu
471,Anneme sevgilim var diyorum ciddi olamazsın diyor ya ,surpriz
472,O kadar mutsuzum ki en fazla bu kadar mutsuz olunabilir,üzgün
473,Seni gördüğümde sana inanmışlığım aklıma geldikçe kendimden nefret ediyorum.,kızgın
474,Çok sinirliyim çok agresifim yaklaşmayın yanarsınız,kızgın
475,Örümcek fobim olmasına rağmen oturdum örümcek korku filmine bakıyorum ,korku
476,Tek kelime ile muazzam ve bir o kadar ürkütücü ,korku
477,Sosyal medya dedikoduları o kadar çok baymaya başladı ki artık ağız dolusu küfür edeceğim yeter,kızgın
478,Of çarşamba güçlü diziler var star gerizekalı mısın,kızgın
479,Çok şey istiyorum ama sonu hep fiyasko MUTSUZUM,üzgün
480,PDR'nin eğitimdeki işlevine siz inanmazsanız kim inanacak. Şaşkınlık verici ,surpriz
481,Sıkılaşma olduğu halde nasıl kilo aldım şaşırtıcı tartının yanlış tarttığına kendimi inandırmak istiyorum kısa zamanda o kadar kilo almam herhalde,surpriz
482,Ne yapsam olmuyor gözüm. Terketmiyor bizi hüzün... ,üzgün
483,"Bir anlık triple sohbet grubundan çıktım, pişmanım",üzgün
484,Sınava dört ay kaldı endişeliyim biraz bu daha da artırıyor,korku
485,İhtimallerden yoruldum olmucaksa olmasın artık,üzgün
486,Teşekkür ederim iltifat gibi söylediniz hoşuma gitti,mutlu
487,"Bakın bu hiç hesapta yoktu..:) kabul etmemeniz şaşkınlık verici, takibi bırakmamın mümkünü yoktur :)",surpriz
488,"Kardeşime asphalt oynasın diye bilgisayarı verdim, pişmanım.",üzgün
489,"Birşey anlatırken ""ben demiştim ama"" diyip duranlara sinir oluyorum. Ama aynı şey karşı tarafa olsa hiç çekinmem söylerim.",kızgın
490,Arkadaşlarıma e okul fotoğrafımı atıyorum ve dalga geçiyoruz eğlenceli,mutlu
491,haklısınız çok eğleniyoruz ,mutlu
492,Sinirden köpürdüm allah kahretsin sizi ,kızgın
493,Sürekli acıkıyorum yemek yemekten bıktım artık,üzgün
494,Ben bıktım tükendim artık yeter bu acılardan ,üzgün
495,Kendilerine muhalefet etmeye başladılar... ürkütücü... ,korku
496,Bursa'dan facia haberi! Fabrikada patlama!... Ölü ve yaralılar var,korku
497,Uyku düzenimin düzensizliğinin düzenliliğine şaştım kaldım vallahi,surpriz
498,Kel fobim var uzak dur,korku
499,Çantamda en esneyen terliğimle dışarı çıkıp doğru durmayan kim varsa ağzına ağzına vurmak istiyorum.,kızgın
500,Millet ne der' diye düşünenlerden nefret ediyorum ,kızgın
501,Esra Erolu çileden çıkartan şalvarli gelin adayı kadar agresif hissediyorum,kızgın
502,"Boş zamanlarında ne yapıyosun diye sorsalar düşme videoları izleyerek eğleniyorum derim, bak yazarken bile eğlendim",mutlu
503,Abi takibe aldin bir irkildim tedirgin oldum. Takibe aldıkların çok yaşamıyor nota mı vericen pike mi yapıcaksın bana,korku
504,Rüyamda ders çalışmak zorundaydım. Rüya değil kabus adeta.,korku
505,İnstagram 846 oldum 10 gün olmadan teşekkür ederim takip edenlere,mutlu
506,Beni yormadan kendi davranışlarınla boş bir insan olduğunu gösterdiğin için teşekkür ederim,mutlu
507,"Sen benim gülen yüzüm, mutluluk kaynağım, hayatım, iyi kim, huzurum",mutlu
508,Şimdi başka şeylere de sinirlendim bacağım ağrıyor ona da sinirlendim çok sinirliyim,kızgın
509,Doktorum günde sadece bir saat sosyal ağlara gireceksin dedi ben şok. Doktor dedim benim stalk günde bir saat sürüyo sen ne diyorsun doktor şok ,surpriz
510,Ben dondum kaldım sonra bağlantı kesildi Beynim uyuştu sanki bir hayalet gördüm gibi oldu,surpriz
511,Mutlu Pazarlar sınav haftam olmasına rağmen ben didimle de mutluyum :))) ,mutlu
512,"Bu kimya deneyi sonucunda, meydan çıkan görüntü çok şaşırtıcı... ",surpriz
513,Farkettim de son 5 gündür falan tweetlerimde vize kelimesi göze çarpıyor. Çok yıprandım.,üzgün
514,"Not görmekten, sınava girmekten öğk geldi. Her gün robot gibi aynı şeyleri yapmaktan bıktım artık kuscam ",üzgün
515,yıllanmış sevdalarımı çıkartsam mahzenden sen bile inanamazsın wow oha dersin,surpriz
516,Mesela bana sürpriz yapıp lahmacun hediye alabilirsin,surpriz
517,Sigarayı bıraktığımdan beri mutfak ve spor algılarım değişti. Sinirleniyorum,kızgın
518,Bugün çok mutluyum takımım yendi fragmanı çok beğendim,mutlu
519,"Hayatımdaki güzel insanlar için teşekkür ederim Allah'ım, kaktüsün üstündeki çiçekler gibiler",mutlu
520,Hangi birinize cevap vereceğimi şaşırdım ,surpriz
521,geçen yine yatıyorum işte ama bir eğlendim varya anlatamam,mutlu
522,Herkese öfkeliyim en çok kendime,kızgın
523,Telefonum titreşimde az önce bir titredi ekran yerinden çıkacak diye korktum ne oluyor bir kendine gel sen telefonsun,korku
524,Göğsü öne verip direksiyona yapışmakta istemezsin inşallah endişelendim..,korku
525,Sınavlara en ön sırada girme fobim var,korku
526,"Ya miyav diyen küçük bir canlıdan niye korkuyorum bilmiyorum, ama korkuyorum yanıma yaklaşması bile büyük bir şey",korku
527,"Bazı oteller lüks ve konforlu olması ile meşhurdur, bazıları ise ürkütücü olmalarıyla. ",korku
528,Büyümek hiç güzel değilmiş küçükken büyümek istediğim için o kadar pişmanım ki,üzgün
529,"Kedim, onu veterinere götürdüm diye benden nefret ediyor. Gece saldırmasa bari ",kızgın
530,Matematikte bu Mutlak Değer konusu mu zor yoksa ben mi malım. çıldıracağım.,kızgın
531,Ben en çok sensiz kalmaktan korktum. Bir daha sesini duyamamaktan seni görememekten korktum. Ve korktuğum için oldu bunlar biliyorum.,korku
532,"Ben İzmir'in ""köy"" olmasıyla mutluyum, hala tek hayalim Urla'da organik zeytin yetiştirmek.",mutlu
